Feature Set,Classifier,Split,Rows,Positives,Negatives,Features,Accuracy,Balanced Accuracy,Precision,Recall,F1 Score,ROC AUC,PR AUC,False Positive Rate,False Negative Rate,False Positives,False Negatives,True Positives,True Negatives
affinity_group_only,Logistic Regression,train,3262,1631,1631,9,0.6934396076026977,0.6934396076026977,0.6749861342207432,0.7461679950950337,0.70879440885265,0.7487621989796858,0.7137384574799625,0.35928877988963825,0.25383200490496627,586,414,1217,1045
affinity_group_only,Logistic Regression,validation,1088,544,544,9,0.7012867647058824,0.7012867647058824,0.6757624398073836,0.7738970588235294,0.7215081405312768,0.7564135488754326,0.7075038063429206,0.3713235294117647,0.2261029411764706,202,123,421,342
affinity_group_only,Logistic Regression,test,1088,544,544,9,0.6911764705882353,0.6911764705882353,0.676271186440678,0.7334558823529411,0.7037037037037037,0.7454348237456747,0.7249016423089969,0.35110294117647056,0.2665441176470588,191,145,399,353
affinity_group_only,Random Forest,train,3262,1631,1631,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1631,1631
affinity_group_only,Random Forest,validation,1088,544,544,9,0.6902573529411765,0.6902573529411764,0.6705107084019769,0.7481617647058824,0.7072111207645526,0.7420776789576125,0.715388861877707,0.36764705882352944,0.25183823529411764,200,137,407,344
affinity_group_only,Random Forest,test,1088,544,544,9,0.7159926470588235,0.7159926470588235,0.6981450252951096,0.7610294117647058,0.7282321899736148,0.7765091100778547,0.7650611634020141,0.3290441176470588,0.23897058823529413,179,130,414,365
affinity_group_only,Extra Trees,train,3262,1631,1631,9,0.9834457388105456,0.9834457388105456,0.9943573667711598,0.9724095646842428,0.9832610043397396,0.9992023039207025,0.9992243350935834,0.005518087063151441,0.027590435315757205,9,45,1586,1622
affinity_group_only,Extra Trees,validation,1088,544,544,9,0.6939338235294118,0.6939338235294117,0.6721044045676998,0.7573529411764706,0.7121866897147796,0.7472899545847751,0.7119323193948777,0.3694852941176471,0.2426470588235294,201,132,412,343
affinity_group_only,Extra Trees,test,1088,544,544,9,0.6939338235294118,0.6939338235294117,0.6797274275979557,0.7334558823529411,0.7055702917771883,0.7596879054930796,0.7497907931134292,0.34558823529411764,0.2665441176470588,188,145,399,356
affinity_group_only,Hist Gradient Boosting,train,3262,1631,1631,9,0.9892703862660944,0.9892703862660944,0.9865853658536585,0.9920294297976702,0.9892999082849282,0.999371090697142,0.9993775600036587,0.0134886572654813,0.00797057020232986,22,13,1618,1609
affinity_group_only,Hist Gradient Boosting,validation,1088,544,544,9,0.6838235294117647,0.6838235294117647,0.6718213058419243,0.71875,0.69449378330373,0.7529060337370242,0.7338822606132165,0.35110294117647056,0.28125,191,153,391,353
affinity_group_only,Hist Gradient Boosting,test,1088,544,544,9,0.7077205882352942,0.7077205882352942,0.6934931506849316,0.7444852941176471,0.7180851063829787,0.7779181985294118,0.7649709825308911,0.3290441176470588,0.2555147058823529,179,139,405,365
affinity_group_only,SVM,train,3262,1631,1631,9,0.6995708154506438,0.6995708154506438,0.6805324459234608,0.7522992029429798,0.714618520675597,0.7570470358748963,0.7107213279969025,0.35315757204169224,0.24770079705702022,576,404,1227,1055
affinity_group_only,SVM,validation,1088,544,544,9,0.7077205882352942,0.7077205882352942,0.6834415584415584,0.7738970588235294,0.7258620689655172,0.741768490484429,0.6882232476195532,0.3584558823529412,0.2261029411764706,195,123,421,349
